date,acclimatised_temp,test_temp,replicate,concentration,observation,neonates,size_neonate,size_ephippia,size_adult
8-5-2019,25,25,3,30,Ephip,NA,NA,1.25,3.05
8-5-2019,25,25,3,20,Neonates,1,1.02,NA,3.093333333
8-5-2019,25,25,3,4,Neonates,2,1.281666667,NA,2.88
9-5-2019,20,20,2,20,Neonates,2,0.998333333,NA,3.15
9-5-2019,20,20,2,13,Ephip,NA,NA,1.32,3.07
9-5-2019,20,20,2,9,Ephip,NA,NA,1.34,3.25
9-5-2019,20,20,2,6,Neonates,2,1.008333333,NA,3.26
9-5-2019,20,20,2,4,Neonates,1,1.01,NA,2.98
9-5-2019,25,20,1,30,Ephip,NA,NA,1.316666667,2.916666667
9-5-2019,25,20,1,13,Ephip,NA,NA,1.36,3.173333333
9-5-2019,15,20,2,9,Neonates,3,1.032222222,NA,3.146666667
9-5-2019,15,20,2,0,Neonates,1,1.11,NA,3.08
9-5-2019,25,20,3,66,Neonates,2,1.108333333,NA,3.116666667
9-5-2019,25,20,3,44,Neonates,1,1.34,NA,2.9
9-5-2019,25,20,3,20,Neonates,2,1.025,NA,3.16
9-5-2019,15,20,1,9,Neonates,2,1.0125,NA,3.166666667
9-5-2019,15,20,1,4,Neonates,2,0.976666667,NA,3.073333333
9-5-2019,15,20,2,44,Neonates,5,0.906,NA,2.7
9-5-2019,20,15,3,0,Neonates,3,0.878888889,NA,2.873333333
9-5-2019,25,15,1,6,Ephip,NA,NA,1.35,3.12
9-5-2019,25,15,2,20,Neonates,4,0.904444444,NA,2.76
9-5-2019,25,15,2,13,Neonates,4,0.93,NA,3.05
9-5-2019,15,15,2,100,Neonates,6,0.782857143,NA,2.826666667
9-5-2019,15,15,2,66,Neonates,2,0.865,NA,2.523333333
9-5-2019,15,15,3,44,Neonates,11,0.815,NA,2.88
9-5-2019,15,15,3,30,Neonates,11,0.841666667,NA,2.84
9-5-2019,15,15,3,20,Neonates,12,0.854166667,NA,2.85
9-5-2019,20,25,2,66,Neonates,1,1.03,NA,2.97
9-5-2019,20,25,3,30,Ephip,NA,NA,1.34,3.01
9-5-2019,20,25,3,13,Neonates,1,1.22,NA,2.96
9-5-2019,20,25,3,6,Ephip,NA,NA,1.2,2.91
9-5-2019,25,25,2,20,Neonates,3,0.98,NA,3.07
9-5-2019,25,25,2,13,Neonates,2,1.01,NA,3.14
9-5-2019,20,25,3,30,Neonates,2,1.041666667,NA,3.02
9-5-2019,15,25,1,20,Neonates,1,1.23,NA,2.99
9-5-2019,15,25,3,30,Neonates,2,1.24,NA,2.94
9-5-2019,15,25,3,4,Neonates,2,1.25,NA,2.93
10-5-2019,20,25,3,66,Neonates,2,1.03,NA,2.95
10-5-2019,25,15,2,66,Neonates,3,0.883333333,NA,2.69
10-5-2019,25,15,2,30,Dead,7,0.850952381,NA,2.97
10-5-2019,25,15,3,30,Neonates,5,0.97,NA,2.98
10-5-2019,25,15,3,6,Neonates,3,1.111111111,NA,2.665
10-5-2019,25,25,2,44,Neonates,2,0.913333333,NA,2.98
10-5-2019,25,25,2,6,Neonates,4,0.905833333,NA,3.12
10-5-2019,25,25,3,66,Neonates,3,0.966666667,NA,3.06
10-5-2019,25,25,3,4,Neonates,2,1.23,NA,3.21
13-5-2019,15,20,2,44,Neonates,1,0.92,NA,2.83
13-5-2019,15,20,2,9,Neonates,4,1.018333333,NA,3.16
13-5-2019,15,20,2,6,Neonates,5,1.0225,NA,3.17
13-5-2019,15,20,2,0,Neonates,3,0.987777778,NA,3.37
13-5-2019,15,20,3,44,Neonates,1,1.18,NA,2.78
13-5-2019,15,20,3,13,Neonates,4,0.916666667,NA,3.26
13-5-2019,15,20,3,9,Neonates,4,0.94,NA,3.17
13-5-2019,15,25,2,100,Neonates,1,0.88,NA,2.7
13-5-2019,15,25,2,30,Neonates,1,0.96,NA,3.21
13-5-2019,15,25,2,9,Neonates,4,0.91,NA,3.11
13-5-2019,15,25,2,6,Neonates,4,0.945,NA,3.08
13-5-2019,15,15,2,9,Neonates,1,0.94,NA,2.65
13-5-2019,15,15,3,13,Neonates,1,0.9,NA,2.85
14-5-2019,15,15,2,66,Dead,NA,NA,NA,2.19
14-5-2019,15,15,2,30,Ephip,NA,NA,1.34,2.76
14-5-2019,15,15,2,13,Neonates,1,0.87,NA,2.68
14-5-2019,15,25,2,100,Dead,NA,NA,NA,2.67
14-5-2019,15,25,2,66,Neonates,2,0.965,NA,2.91
14-5-2019,15,25,3,30,Neonates,4,0.932,NA,3.1
14-5-2019,15,25,3,6,Neonates,3,0.993333333,NA,3.18
14-5-2019,15,20,2,13,Neonates,4,0.9325,NA,3.06
14-5-2019,15,20,3,44,Neonates,3,0.915555556,NA,3.09
14-5-2019,15,20,3,30,Neonates,3,0.993333333,NA,3.02
14-5-2019,15,20,3,6,Neonates,7,0.904761905,NA,3.22
14-5-2019,15,20,3,0,Neonates,7,0.88047619,NA,3
15-5-2019,15,20,2,100,Neonates,1,0.79,NA,2.75
15-5-2019,15,20,2,20,Neonates,4,0.966666667,NA,3.1
15-5-2019,15,20,2,4,Neonates,6,0.952777778,NA,3.2
15-5-2019,15,20,3,4,Neonates,6,0.958095238,NA,3.05
15-5-2019,15,15,2,44,Neonates,2,0.906666667,NA,2.77
15-5-2019,15,15,2,20,Neonates,2,0.92,NA,2.69
15-5-2019,15,25,2,44,Neonates,3,0.923333333,NA,2.74
15-5-2019,15,25,2,30,Neonates,4,0.918333333,NA,3.2
15-5-2019,15,25,3,66,Dead,1,0.81,NA,2.72
15-5-2019,15,25,3,44,Neonates,2,0.96,NA,3.03
15-5-2019,15,25,3,20,Ephip,NA,NA,1.36,3.08
15-5-2019,15,25,3,13,Neonates,4,0.918333333,NA,3.01
15-5-2019,15,25,3,4,Neonates,2,0.988333333,NA,2.93
16-5-2019,15,20,3,67,Neonates,4,1.1825,NA,3.06
16-5-2019,15,20,3,20,Neonates,4,1.155,NA,3.18
16-5-2019,15,20,3,13,Neonates,8,0.965047619,NA,3.65
16-5-2019,15,25,3,0,Neonates,2,1.016666667,NA,3.12
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
