"day","month","year","acc_temp","test_temp","rep","conc","obs","count","size_adult","size_offspring","time_brood","brood_number","date_manual","date","test"
8,8,2019,20,15,1,13,"f",NA,NA,NA,NA,NA,2019-08-08,2019-08-08,"20 15 1 13"
8,8,2019,20,25,1,13,"f",NA,NA,NA,NA,NA,2019-08-08,2019-08-08,"20 25 1 13"
8,8,2019,15,20,1,20,"f",NA,NA,NA,NA,NA,2019-08-08,2019-08-08,"15 20 1 20"
8,8,2019,20,15,1,20,"f",NA,NA,NA,NA,NA,2019-08-08,2019-08-08,"20 15 1 20"
8,8,2019,20,25,1,20,"f",NA,NA,NA,NA,NA,2019-08-08,2019-08-08,"20 25 1 20"
8,8,2019,15,20,1,30,"f",NA,NA,NA,NA,NA,2019-08-08,2019-08-08,"15 20 1 30"
8,8,2019,20,15,1,30,"f",NA,NA,NA,NA,NA,2019-08-08,2019-08-08,"20 15 1 30"
8,8,2019,20,25,1,30,"f",NA,NA,NA,NA,NA,2019-08-08,2019-08-08,"20 25 1 30"
8,8,2019,15,20,1,45,"f",NA,NA,NA,NA,NA,2019-08-08,2019-08-08,"15 20 1 45"
8,8,2019,20,15,1,45,"f",NA,NA,NA,NA,NA,2019-08-08,2019-08-08,"20 15 1 45"
8,8,2019,20,25,1,45,"f",NA,NA,NA,NA,NA,2019-08-08,2019-08-08,"20 25 1 45"
9,8,2019,20,20,2,60,"f",NA,NA,NA,NA,NA,2019-08-09,2019-08-09,"20 20 2 60"
9,8,2019,15,20,1,60,"f",NA,NA,NA,NA,NA,2019-08-09,2019-08-09,"15 20 1 60"
9,8,2019,20,20,2,9,"n",2,NA,NA,4,4,2019-08-09,2019-08-09,"20 20 2 9"
9,8,2019,20,20,2,13,"n",2,NA,NA,5,3,2019-08-09,2019-08-09,"20 20 2 13"
9,8,2019,15,20,2,0,"n",3,NA,NA,3,5,2019-08-09,2019-08-09,"15 20 2 0"
9,8,2019,15,20,2,6,"n",9,NA,NA,3,6,2019-08-09,2019-08-09,"15 20 2 6"
9,8,2019,15,20,3,9,"n",7,NA,NA,14,3,2019-08-09,2019-08-09,"15 20 3 9"
9,8,2019,15,20,3,20,"n",8,NA,NA,3,5,2019-08-09,2019-08-09,"15 20 3 20"
9,8,2019,25,20,1,0,"n",9,NA,NA,3,4,2019-08-09,2019-08-09,"25 20 1 0"
9,8,2019,25,20,2,6,"n",11,NA,NA,17,1,2019-08-09,2019-08-09,"25 20 2 6"
9,8,2019,25,20,4,9,"n",8,NA,NA,14,1,2019-08-09,2019-08-09,"25 20 4 9"
9,8,2019,20,25,2,0,"n",7,NA,NA,4,8,2019-08-09,2019-08-09,"20 25 2 0"
9,8,2019,15,25,1,6,"n",3,NA,NA,2,4,2019-08-09,2019-08-09,"15 25 1 6"
9,8,2019,15,25,3,9,"n",3,NA,NA,17,2,2019-08-09,2019-08-09,"15 25 3 9"
9,8,2019,25,25,1,0,"n",4,NA,NA,3,3,2019-08-09,2019-08-09,"25 25 1 0"
9,8,2019,25,25,1,6,"n",2,NA,NA,8,2,2019-08-09,2019-08-09,"25 25 1 6"
9,8,2019,15,25,1,30,"d",NA,NA,NA,NA,NA,2019-08-09,2019-08-09,"15 25 1 30"
9,8,2019,20,15,4,60,"d",NA,NA,NA,NA,NA,2019-08-09,2019-08-09,"20 15 4 60"
9,8,2019,25,15,2,30,"d",NA,NA,NA,NA,NA,2019-08-09,2019-08-09,"25 15 2 30"
9,8,2019,20,20,2,0,"f",NA,NA,NA,NA,NA,2019-08-09,2019-08-09,"20 20 2 0"
9,8,2019,15,20,1,0,"f",NA,NA,NA,NA,NA,2019-08-09,2019-08-09,"15 20 1 0"
9,8,2019,20,20,2,6,"f",NA,NA,NA,NA,NA,2019-08-09,2019-08-09,"20 20 2 6"
9,8,2019,15,20,1,6,"f",NA,NA,NA,NA,NA,2019-08-09,2019-08-09,"15 20 1 6"
9,8,2019,20,20,2,9,"f",NA,NA,NA,NA,NA,2019-08-09,2019-08-09,"20 20 2 9"
9,8,2019,15,20,1,9,"f",NA,NA,NA,NA,NA,2019-08-09,2019-08-09,"15 20 1 9"
9,8,2019,20,20,2,13,"f",NA,NA,NA,NA,NA,2019-08-09,2019-08-09,"20 20 2 13"
9,8,2019,15,20,1,13,"f",NA,NA,NA,NA,NA,2019-08-09,2019-08-09,"15 20 1 13"
9,8,2019,20,20,2,20,"f",NA,NA,NA,NA,NA,2019-08-09,2019-08-09,"20 20 2 20"
9,8,2019,15,20,1,20,"f",NA,NA,NA,NA,NA,2019-08-09,2019-08-09,"15 20 1 20"
9,8,2019,20,20,2,30,"f",NA,NA,NA,NA,NA,2019-08-09,2019-08-09,"20 20 2 30"
9,8,2019,15,20,1,30,"f",NA,NA,NA,NA,NA,2019-08-09,2019-08-09,"15 20 1 30"
9,8,2019,20,20,2,45,"f",NA,NA,NA,NA,NA,2019-08-09,2019-08-09,"20 20 2 45"
9,8,2019,15,20,1,45,"f",NA,NA,NA,NA,NA,2019-08-09,2019-08-09,"15 20 1 45"
10,8,2019,20,20,3,9,"n",1,NA,NA,3,4,2019-08-10,2019-08-10,"20 20 3 9"
10,8,2019,15,20,2,13,"n",3,NA,NA,28,1,2019-08-10,2019-08-10,"15 20 2 13"
10,8,2019,15,20,4,6,"n",8,NA,NA,3,4,2019-08-10,2019-08-10,"15 20 4 6"
10,8,2019,25,20,2,0,"n",9,NA,NA,3,3,2019-08-10,2019-08-10,"25 20 2 0"
10,8,2019,15,20,3,60,"d",NA,NA,NA,NA,NA,2019-08-10,2019-08-10,"15 20 3 60"
10,8,2019,15,25,4,30,"d",NA,NA,NA,NA,NA,2019-08-10,2019-08-10,"15 25 4 30"
10,8,2019,25,25,1,45,"d",NA,NA,NA,NA,NA,2019-08-10,2019-08-10,"25 25 1 45"
10,8,2019,20,25,2,60,"f",NA,NA,NA,NA,NA,2019-08-10,2019-08-10,"20 25 2 60"
10,8,2019,25,25,4,0,"n",4,NA,NA,2,2,2019-08-10,2019-08-10,"25 25 4 0"
10,8,2019,20,25,2,0,"n",1,NA,NA,1,8,2019-08-10,2019-08-10,"20 25 2 0"
10,8,2019,20,25,2,0,"f",NA,NA,NA,NA,NA,2019-08-10,2019-08-10,"20 25 2 0"
10,8,2019,20,25,2,6,"f",NA,NA,NA,NA,NA,2019-08-10,2019-08-10,"20 25 2 6"
10,8,2019,20,25,2,9,"f",NA,NA,NA,NA,NA,2019-08-10,2019-08-10,"20 25 2 9"
10,8,2019,20,25,2,13,"f",NA,NA,NA,NA,NA,2019-08-10,2019-08-10,"20 25 2 13"
10,8,2019,20,25,2,20,"f",NA,NA,NA,NA,NA,2019-08-10,2019-08-10,"20 25 2 20"
10,8,2019,20,25,2,30,"f",NA,NA,NA,NA,NA,2019-08-10,2019-08-10,"20 25 2 30"
10,8,2019,20,25,2,45,"f",NA,NA,NA,NA,NA,2019-08-10,2019-08-10,"20 25 2 45"
11,8,2019,15,25,1,60,"f",NA,NA,NA,NA,NA,2019-08-11,2019-08-11,"15 25 1 60"
11,8,2019,20,20,3,0,"n",8,NA,NA,3,4,2019-08-11,2019-08-11,"20 20 3 0"
11,8,2019,20,20,3,9,"n",4,NA,NA,1,4,2019-08-11,2019-08-11,"20 20 3 9"
11,8,2019,15,20,2,20,"n",3,NA,NA,29,1,2019-08-11,2019-08-11,"15 20 2 20"
11,8,2019,15,20,3,0,"n",3,NA,NA,4,6,2019-08-11,2019-08-11,"15 20 3 0"
11,8,2019,15,20,3,13,"n",1,NA,NA,19,2,2019-08-11,2019-08-11,"15 20 3 13"
11,8,2019,15,20,3,45,"n",2,NA,NA,29,1,2019-08-11,2019-08-11,"15 20 3 45"
11,8,2019,15,20,4,13,"n",2,NA,NA,7,3,2019-08-11,2019-08-11,"15 20 4 13"
11,8,2019,25,20,1,6,"n",2,NA,NA,4,2,2019-08-11,2019-08-11,"25 20 1 6"
11,8,2019,25,20,1,9,"n",1,NA,NA,3,2,2019-08-11,2019-08-11,"25 20 1 9"
11,8,2019,25,20,1,13,"n",4,NA,NA,4,2,2019-08-11,2019-08-11,"25 20 1 13"
11,8,2019,15,15,1,13,"n",7,NA,NA,32,1,2019-08-11,2019-08-11,"15 15 1 13"
11,8,2019,25,25,4,13,"n",1,NA,NA,13,1,2019-08-11,2019-08-11,"25 25 4 13"
11,8,2019,15,25,2,6,"n",4,NA,NA,6,6,2019-08-11,2019-08-11,"15 25 2 6"
11,8,2019,15,25,3,13,"n",2,NA,NA,28,1,2019-08-11,2019-08-11,"15 25 3 13"
11,8,2019,25,25,3,60,"d",NA,NA,NA,NA,NA,2019-08-11,2019-08-11,"25 25 3 60"
11,8,2019,15,25,1,0,"f",NA,NA,NA,NA,NA,2019-08-11,2019-08-11,"15 25 1 0"
11,8,2019,15,25,1,6,"f",NA,NA,NA,NA,NA,2019-08-11,2019-08-11,"15 25 1 6"
11,8,2019,15,25,1,9,"f",NA,NA,NA,NA,NA,2019-08-11,2019-08-11,"15 25 1 9"
11,8,2019,15,25,1,13,"f",NA,NA,NA,NA,NA,2019-08-11,2019-08-11,"15 25 1 13"
11,8,2019,15,25,1,20,"f",NA,NA,NA,NA,NA,2019-08-11,2019-08-11,"15 25 1 20"
11,8,2019,15,25,1,30,"f",NA,NA,NA,NA,NA,2019-08-11,2019-08-11,"15 25 1 30"
11,8,2019,15,25,1,45,"f",NA,NA,NA,NA,NA,2019-08-11,2019-08-11,"15 25 1 45"
12,8,2019,25,20,4,9,"d",NA,NA,NA,NA,NA,2019-08-12,2019-08-12,"25 20 4 9"
12,8,2019,25,20,4,60,"d",NA,NA,NA,NA,NA,2019-08-12,2019-08-12,"25 20 4 60"
12,8,2019,20,20,4,9,"n",1,NA,NA,25,1,2019-08-12,2019-08-12,"20 20 4 9"
12,8,2019,15,20,3,6,"n",4,NA,NA,4,5,2019-08-12,2019-08-12,"15 20 3 6"
12,8,2019,25,20,1,0,"n",4,NA,NA,3,5,2019-08-12,2019-08-12,"25 20 1 0"
12,8,2019,15,20,2,60,"f",NA,NA,NA,NA,NA,2019-08-12,2019-08-12,"15 20 2 60"
12,8,2019,15,20,3,60,"f",NA,NA,NA,NA,NA,2019-08-12,2019-08-12,"15 20 3 60"
12,8,2019,15,20,2,9,"n",1,NA,NA,6,3,2019-08-12,2019-08-12,"15 20 2 9"
12,8,2019,15,15,1,0,"n",3,NA,NA,33,1,2019-08-12,2019-08-12,"15 15 1 0"
12,8,2019,15,15,1,6,"n",9,NA,NA,5,2,2019-08-12,2019-08-12,"15 15 1 6"
12,8,2019,15,15,1,30,"d",NA,NA,NA,NA,NA,2019-08-12,2019-08-12,"15 15 1 30"
12,8,2019,25,15,1,60,"d",NA,NA,NA,NA,NA,2019-08-12,2019-08-12,"25 15 1 60"
12,8,2019,25,15,2,60,"d",NA,NA,NA,NA,NA,2019-08-12,2019-08-12,"25 15 2 60"
12,8,2019,25,15,3,30,"d",NA,NA,NA,NA,NA,2019-08-12,2019-08-12,"25 15 3 30"
12,8,2019,15,25,2,60,"f",NA,NA,NA,NA,NA,2019-08-12,2019-08-12,"15 25 2 60"
12,8,2019,15,25,3,6,"n",4,NA,NA,4,4,2019-08-12,2019-08-12,"15 25 3 6"
12,8,2019,15,25,4,0,"n",4,NA,NA,6,2,2019-08-12,2019-08-12,"15 25 4 0"
12,8,2019,15,25,4,13,"n",5,NA,NA,6,3,2019-08-12,2019-08-12,"15 25 4 13"
12,8,2019,25,25,4,13,"n",1,NA,NA,1,1,2019-08-12,2019-08-12,"25 25 4 13"
12,8,2019,15,20,2,0,"f",NA,NA,NA,NA,NA,2019-08-12,2019-08-12,"15 20 2 0"
12,8,2019,15,20,3,0,"f",NA,NA,NA,NA,NA,2019-08-12,2019-08-12,"15 20 3 0"
12,8,2019,15,25,2,0,"f",NA,NA,NA,NA,NA,2019-08-12,2019-08-12,"15 25 2 0"
12,8,2019,15,20,2,6,"f",NA,NA,NA,NA,NA,2019-08-12,2019-08-12,"15 20 2 6"
12,8,2019,15,20,3,6,"f",NA,NA,NA,NA,NA,2019-08-12,2019-08-12,"15 20 3 6"
12,8,2019,15,25,2,6,"f",NA,NA,NA,NA,NA,2019-08-12,2019-08-12,"15 25 2 6"
12,8,2019,15,20,2,9,"f",NA,NA,NA,NA,NA,2019-08-12,2019-08-12,"15 20 2 9"
12,8,2019,15,20,3,9,"f",NA,NA,NA,NA,NA,2019-08-12,2019-08-12,"15 20 3 9"
12,8,2019,15,25,2,9,"f",NA,NA,NA,NA,NA,2019-08-12,2019-08-12,"15 25 2 9"
12,8,2019,15,20,2,13,"f",NA,NA,NA,NA,NA,2019-08-12,2019-08-12,"15 20 2 13"
12,8,2019,15,20,3,13,"f",NA,NA,NA,NA,NA,2019-08-12,2019-08-12,"15 20 3 13"
12,8,2019,15,25,2,13,"f",NA,NA,NA,NA,NA,2019-08-12,2019-08-12,"15 25 2 13"
12,8,2019,15,20,2,20,"f",NA,NA,NA,NA,NA,2019-08-12,2019-08-12,"15 20 2 20"
12,8,2019,15,20,3,20,"f",NA,NA,NA,NA,NA,2019-08-12,2019-08-12,"15 20 3 20"
12,8,2019,15,25,2,20,"f",NA,NA,NA,NA,NA,2019-08-12,2019-08-12,"15 25 2 20"
12,8,2019,15,20,2,30,"f",NA,NA,NA,NA,NA,2019-08-12,2019-08-12,"15 20 2 30"
12,8,2019,15,20,3,30,"f",NA,NA,NA,NA,NA,2019-08-12,2019-08-12,"15 20 3 30"
12,8,2019,15,25,2,30,"f",NA,NA,NA,NA,NA,2019-08-12,2019-08-12,"15 25 2 30"
12,8,2019,15,20,2,45,"f",NA,NA,NA,NA,NA,2019-08-12,2019-08-12,"15 20 2 45"
12,8,2019,15,20,3,45,"f",NA,NA,NA,NA,NA,2019-08-12,2019-08-12,"15 20 3 45"
12,8,2019,15,25,2,45,"f",NA,NA,NA,NA,NA,2019-08-12,2019-08-12,"15 25 2 45"
13,8,2019,20,15,3,0,"n",9,NA,NA,28,1,2019-08-13,2019-08-13,"20 15 3 0"
13,8,2019,25,15,3,45,"d",NA,NA,NA,NA,NA,2019-08-13,2019-08-13,"25 15 3 45"
13,8,2019,20,25,4,0,"n",1,NA,NA,9,2,2019-08-13,2019-08-13,"20 25 4 0"
13,8,2019,20,25,4,6,"n",6,NA,NA,19,1,2019-08-13,2019-08-13,"20 25 4 6"
13,8,2019,20,25,4,9,"n",4,NA,NA,19,1,2019-08-13,2019-08-13,"20 25 4 9"
13,8,2019,15,25,3,9,"n",3,NA,NA,4,3,2019-08-13,2019-08-13,"15 25 3 9"
13,8,2019,15,25,3,13,"n",2,NA,NA,2,2,2019-08-13,2019-08-13,"15 25 3 13"
13,8,2019,25,25,1,0,"n",3,NA,NA,4,4,2019-08-13,2019-08-13,"25 25 1 0"
13,8,2019,25,25,1,6,"n",2,NA,NA,4,3,2019-08-13,2019-08-13,"25 25 1 6"
13,8,2019,25,25,3,9,"n",2,NA,NA,19,1,2019-08-13,2019-08-13,"25 25 3 9"
13,8,2019,20,25,3,45,"d",NA,NA,NA,NA,NA,2019-08-13,2019-08-13,"20 25 3 45"
13,8,2019,20,25,4,45,"d",NA,NA,NA,NA,NA,2019-08-13,2019-08-13,"20 25 4 45"
13,8,2019,25,25,4,60,"d",NA,NA,NA,NA,NA,2019-08-13,2019-08-13,"25 25 4 60"
13,8,2019,15,25,3,60,"f",NA,NA,NA,NA,NA,2019-08-13,2019-08-13,"15 25 3 60"
13,8,2019,15,25,3,0,"f",NA,NA,NA,NA,NA,2019-08-13,2019-08-13,"15 25 3 0"
13,8,2019,15,25,3,6,"f",NA,NA,NA,NA,NA,2019-08-13,2019-08-13,"15 25 3 6"
13,8,2019,15,25,3,9,"f",NA,NA,NA,NA,NA,2019-08-13,2019-08-13,"15 25 3 9"
13,8,2019,15,25,3,13,"f",NA,NA,NA,NA,NA,2019-08-13,2019-08-13,"15 25 3 13"
13,8,2019,15,25,3,20,"f",NA,NA,NA,NA,NA,2019-08-13,2019-08-13,"15 25 3 20"
13,8,2019,15,25,3,30,"f",NA,NA,NA,NA,NA,2019-08-13,2019-08-13,"15 25 3 30"
13,8,2019,15,25,3,45,"f",NA,NA,NA,NA,NA,2019-08-13,2019-08-13,"15 25 3 45"
14,8,2019,20,20,3,9,"n",2,NA,NA,3,6,2019-08-14,2019-08-14,"20 20 3 9"
14,8,2019,20,15,3,6,"n",2,NA,NA,29,1,2019-08-14,2019-08-14,"20 15 3 6"
14,8,2019,15,25,4,6,"n",2,NA,NA,8,5,2019-08-14,2019-08-14,"15 25 4 6"
14,8,2019,15,25,5,0,"n",1,NA,NA,7,2,2019-08-14,2019-08-14,"15 25 5 0"
14,8,2019,25,20,2,0,"n",4,NA,NA,4,4,2019-08-14,2019-08-14,"25 20 2 0"
14,8,2019,15,20,4,60,"f",1,NA,NA,NA,NA,2019-08-14,2019-08-14,"15 20 4 60"
14,8,2019,15,20,4,0,"f",1,NA,NA,NA,NA,2019-08-14,2019-08-14,"15 20 4 0"
14,8,2019,15,20,4,6,"f",1,NA,NA,NA,NA,2019-08-14,2019-08-14,"15 20 4 6"
14,8,2019,15,20,4,9,"f",1,NA,NA,NA,NA,2019-08-14,2019-08-14,"15 20 4 9"
14,8,2019,15,20,4,13,"f",1,NA,NA,NA,NA,2019-08-14,2019-08-14,"15 20 4 13"
14,8,2019,15,20,4,20,"f",1,NA,NA,NA,NA,2019-08-14,2019-08-14,"15 20 4 20"
14,8,2019,15,20,4,30,"f",1,NA,NA,NA,NA,2019-08-14,2019-08-14,"15 20 4 30"
14,8,2019,15,20,4,45,"f",1,NA,NA,NA,NA,2019-08-14,2019-08-14,"15 20 4 45"
15,8,2019,15,25,4,6,"n",1,NA,NA,1,5,2019-08-15,2019-08-15,"15 25 4 6"
15,8,2019,25,25,1,6,"n",3,NA,NA,2,4,2019-08-15,2019-08-15,"25 25 1 6"
15,8,2019,25,25,1,60,"n",5,NA,NA,16,2,2019-08-15,2019-08-15,"25 25 1 60"
15,8,2019,20,20,3,9,"n",6,NA,NA,1,6,2019-08-15,2019-08-15,"20 20 3 9"
15,8,2019,25,20,1,6,"n",7,NA,NA,4,3,2019-08-15,2019-08-15,"25 20 1 6"
15,8,2019,20,20,3,60,"f",NA,NA,NA,NA,NA,2019-08-15,2019-08-15,"20 20 3 60"
15,8,2019,25,20,1,60,"f",NA,NA,NA,NA,NA,2019-08-15,2019-08-15,"25 20 1 60"
15,8,2019,20,20,3,0,"f",NA,NA,NA,NA,NA,2019-08-15,2019-08-15,"20 20 3 0"
15,8,2019,25,20,1,0,"f",NA,NA,NA,NA,NA,2019-08-15,2019-08-15,"25 20 1 0"
15,8,2019,20,20,3,6,"f",NA,NA,NA,NA,NA,2019-08-15,2019-08-15,"20 20 3 6"
15,8,2019,25,20,1,6,"f",NA,NA,NA,NA,NA,2019-08-15,2019-08-15,"25 20 1 6"
15,8,2019,20,20,3,9,"f",NA,NA,NA,NA,NA,2019-08-15,2019-08-15,"20 20 3 9"
15,8,2019,25,20,1,9,"f",NA,NA,NA,NA,NA,2019-08-15,2019-08-15,"25 20 1 9"
15,8,2019,20,20,3,13,"f",NA,NA,NA,NA,NA,2019-08-15,2019-08-15,"20 20 3 13"
15,8,2019,25,20,1,13,"f",NA,NA,NA,NA,NA,2019-08-15,2019-08-15,"25 20 1 13"
15,8,2019,20,20,3,20,"f",NA,NA,NA,NA,NA,2019-08-15,2019-08-15,"20 20 3 20"
15,8,2019,25,20,1,20,"f",NA,NA,NA,NA,NA,2019-08-15,2019-08-15,"25 20 1 20"
15,8,2019,20,20,3,30,"f",NA,NA,NA,NA,NA,2019-08-15,2019-08-15,"20 20 3 30"
15,8,2019,25,20,1,30,"f",NA,NA,NA,NA,NA,2019-08-15,2019-08-15,"25 20 1 30"
15,8,2019,20,20,3,45,"f",NA,NA,NA,NA,NA,2019-08-15,2019-08-15,"20 20 3 45"
15,8,2019,25,20,1,45,"f",NA,NA,NA,NA,NA,2019-08-15,2019-08-15,"25 20 1 45"
16,8,2019,25,20,4,45,"d",NA,NA,NA,NA,NA,2019-08-16,2019-08-16,"25 20 4 45"
16,8,2019,25,20,4,30,"d",NA,NA,NA,NA,NA,2019-08-16,2019-08-16,"25 20 4 30"
16,8,2019,25,20,5,60,"d",NA,NA,NA,NA,NA,2019-08-16,2019-08-16,"25 20 5 60"
16,8,2019,20,25,4,0,"n",2,NA,NA,3,3,2019-08-16,2019-08-16,"20 25 4 0"
16,8,2019,20,25,4,9,"n",3,NA,NA,3,2,2019-08-16,2019-08-16,"20 25 4 9"
16,8,2019,25,25,1,9,"e",NA,NA,NA,18,2,2019-08-16,2019-08-16,"25 25 1 9"
16,8,2019,20,25,4,30,"d",NA,NA,NA,NA,NA,2019-08-16,2019-08-16,"20 25 4 30"
16,8,2019,20,25,3,60,"f",NA,NA,NA,NA,NA,2019-08-16,2019-08-16,"20 25 3 60"
16,8,2019,15,25,4,60,"f",NA,NA,NA,NA,NA,2019-08-16,2019-08-16,"15 25 4 60"
16,8,2019,25,25,1,60,"f",NA,NA,NA,NA,NA,2019-08-16,2019-08-16,"25 25 1 60"
16,8,2019,25,25,1,0,"n",3,NA,NA,3,5,2019-08-16,2019-08-16,"25 25 1 0"
16,8,2019,25,25,1,6,"n",2,NA,NA,1,4,2019-08-16,2019-08-16,"25 25 1 6"
16,8,2019,25,25,1,13,"e",NA,NA,NA,30,1,2019-08-16,2019-08-16,"25 25 1 13"
16,8,2019,20,15,2,45,"d",NA,NA,NA,NA,NA,2019-08-16,2019-08-16,"20 15 2 45"
16,8,2019,25,15,3,60,"d",NA,NA,NA,NA,NA,2019-08-16,2019-08-16,"25 15 3 60"
16,8,2019,20,25,3,0,"f",NA,NA,NA,NA,NA,2019-08-16,2019-08-16,"20 25 3 0"
16,8,2019,15,25,4,0,"f",NA,NA,NA,NA,NA,2019-08-16,2019-08-16,"15 25 4 0"
16,8,2019,25,25,1,0,"f",NA,NA,NA,NA,NA,2019-08-16,2019-08-16,"25 25 1 0"
16,8,2019,20,25,3,6,"f",NA,NA,NA,NA,NA,2019-08-16,2019-08-16,"20 25 3 6"
16,8,2019,15,25,4,6,"f",NA,NA,NA,NA,NA,2019-08-16,2019-08-16,"15 25 4 6"
16,8,2019,25,25,1,6,"f",NA,NA,NA,NA,NA,2019-08-16,2019-08-16,"25 25 1 6"
16,8,2019,20,25,3,9,"f",NA,NA,NA,NA,NA,2019-08-16,2019-08-16,"20 25 3 9"
16,8,2019,15,25,4,9,"f",NA,NA,NA,NA,NA,2019-08-16,2019-08-16,"15 25 4 9"
16,8,2019,25,25,1,9,"f",NA,NA,NA,NA,NA,2019-08-16,2019-08-16,"25 25 1 9"
16,8,2019,20,25,3,13,"f",NA,NA,NA,NA,NA,2019-08-16,2019-08-16,"20 25 3 13"
16,8,2019,15,25,4,13,"f",NA,NA,NA,NA,NA,2019-08-16,2019-08-16,"15 25 4 13"
16,8,2019,25,25,1,13,"f",NA,NA,NA,NA,NA,2019-08-16,2019-08-16,"25 25 1 13"
16,8,2019,20,25,3,20,"f",NA,NA,NA,NA,NA,2019-08-16,2019-08-16,"20 25 3 20"
16,8,2019,15,25,4,20,"f",NA,NA,NA,NA,NA,2019-08-16,2019-08-16,"15 25 4 20"
16,8,2019,25,25,1,20,"f",NA,NA,NA,NA,NA,2019-08-16,2019-08-16,"25 25 1 20"
16,8,2019,20,25,3,30,"f",NA,NA,NA,NA,NA,2019-08-16,2019-08-16,"20 25 3 30"
16,8,2019,15,25,4,30,"f",NA,NA,NA,NA,NA,2019-08-16,2019-08-16,"15 25 4 30"
16,8,2019,25,25,1,30,"f",NA,NA,NA,NA,NA,2019-08-16,2019-08-16,"25 25 1 30"
16,8,2019,20,25,3,45,"f",NA,NA,NA,NA,NA,2019-08-16,2019-08-16,"20 25 3 45"
16,8,2019,15,25,4,45,"f",NA,NA,NA,NA,NA,2019-08-16,2019-08-16,"15 25 4 45"
16,8,2019,25,25,1,45,"f",NA,NA,NA,NA,NA,2019-08-16,2019-08-16,"25 25 1 45"
17,8,2019,25,20,2,6,"n",2,NA,NA,8,2,2019-08-17,2019-08-17,"25 20 2 6"
17,8,2019,25,20,5,45,"d",NA,NA,NA,NA,NA,2019-08-17,2019-08-17,"25 20 5 45"
17,8,2019,20,20,4,60,"f",NA,NA,NA,NA,NA,2019-08-17,2019-08-17,"20 20 4 60"
17,8,2019,15,15,1,0,"n",4,NA,NA,5,2,2019-08-17,2019-08-17,"15 15 1 0"
17,8,2019,25,15,3,6,"n",3,NA,NA,23,1,2019-08-17,2019-08-17,"25 15 3 6"
17,8,2019,15,15,1,60,"d",NA,NA,NA,NA,NA,2019-08-17,2019-08-17,"15 15 1 60"
17,8,2019,15,15,3,13,"d",NA,NA,NA,NA,NA,2019-08-17,2019-08-17,"15 15 3 13"
17,8,2019,20,25,4,6,"n",2,NA,NA,4,2,2019-08-17,2019-08-17,"20 25 4 6"
17,8,2019,25,25,4,9,"n",3,NA,NA,19,1,2019-08-17,2019-08-17,"25 25 4 9"
17,8,2019,25,25,4,13,"n",2,NA,NA,5,3,2019-08-17,2019-08-17,"25 25 4 13"
17,8,2019,25,25,3,30,"d",NA,NA,NA,NA,NA,2019-08-17,2019-08-17,"25 25 3 30"
17,8,2019,25,25,3,45,"d",NA,NA,NA,NA,NA,2019-08-17,2019-08-17,"25 25 3 45"
17,8,2019,20,20,4,0,"f",NA,NA,NA,NA,NA,2019-08-17,2019-08-17,"20 20 4 0"
17,8,2019,20,20,4,6,"f",NA,NA,NA,NA,NA,2019-08-17,2019-08-17,"20 20 4 6"
17,8,2019,20,20,4,9,"f",NA,NA,NA,NA,NA,2019-08-17,2019-08-17,"20 20 4 9"
17,8,2019,20,20,4,13,"f",NA,NA,NA,NA,NA,2019-08-17,2019-08-17,"20 20 4 13"
17,8,2019,20,20,4,20,"f",NA,NA,NA,NA,NA,2019-08-17,2019-08-17,"20 20 4 20"
17,8,2019,20,20,4,30,"f",NA,NA,NA,NA,NA,2019-08-17,2019-08-17,"20 20 4 30"
17,8,2019,20,20,4,45,"f",NA,NA,NA,NA,NA,2019-08-17,2019-08-17,"20 20 4 45"
18,8,2019,25,20,2,0,"n",2,NA,NA,4,5,2019-08-18,2019-08-18,"25 20 2 0"
18,8,2019,25,20,2,45,"d",NA,NA,NA,NA,NA,2019-08-18,2019-08-18,"25 20 2 45"
18,8,2019,20,15,3,0,"n",6,NA,NA,5,2,2019-08-18,2019-08-18,"20 15 3 0"
18,8,2019,20,15,3,13,"n",5,NA,NA,33,1,2019-08-18,2019-08-18,"20 15 3 13"
18,8,2019,25,15,1,0,"n",4,NA,NA,27,1,2019-08-18,2019-08-18,"25 15 1 0"
18,8,2019,20,15,3,30,"d",NA,NA,NA,NA,NA,2019-08-18,2019-08-18,"20 15 3 30"
18,8,2019,20,15,4,30,"d",NA,NA,NA,NA,NA,2019-08-18,2019-08-18,"20 15 4 30"
18,8,2019,15,15,4,45,"d",NA,NA,NA,NA,NA,2019-08-18,2019-08-18,"15 15 4 45"
18,8,2019,25,15,4,60,"d",NA,NA,NA,NA,NA,2019-08-18,2019-08-18,"25 15 4 60"
18,8,2019,20,25,4,6,"n",3,NA,NA,1,2,2019-08-18,2019-08-18,"20 25 4 6"
18,8,2019,25,25,3,9,"n",4,NA,NA,5,2,2019-08-18,2019-08-18,"25 25 3 9"
19,8,2019,20,15,2,9,"n",5,NA,NA,39,1,2019-08-19,2019-08-19,"20 15 2 9"
19,8,2019,20,15,3,0,"n",6,NA,NA,1,2,2019-08-19,2019-08-19,"20 15 3 0"
19,8,2019,20,15,3,9,"n",3,NA,NA,34,1,2019-08-19,2019-08-19,"20 15 3 9"
19,8,2019,15,15,1,6,"n",8,NA,NA,7,3,2019-08-19,2019-08-19,"15 15 1 6"
